,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,Country,Currency,Salary,AISelect,AISent,AIBen,WorkExp,Industry
11290,0,1,0,5,6,4,15,5,2,1,70,53,12600000.0,0,6,5,4.0,4
11294,0,0,0,1,10,2,1,5,2,1,69,50,276000.0,2,4,1,2.0,4
11295,0,1,0,1,6,2,14,1,0,0,161,118,6000.0,2,4,4,5.0,4
11296,0,1,0,1,8,4,13,0,1,3,72,57,1546000.0,0,6,5,4.0,7
11297,0,1,1,1,9,3,7,7,2,1,45,35,480000.0,0,6,5,12.0,12
11299,0,2,2,6,28,25,21,5,0,1,79,41,80000.0,2,4,4,25.0,1
11301,0,2,2,2,20,16,15,1,0,1,72,57,3600000.0,2,0,4,15.0,4
11302,0,2,0,1,21,16,15,0,1,3,159,112,432400.0,0,6,5,16.0,12
11303,0,1,2,6,17,12,14,3,1,3,164,120,780000.0,1,1,2,12.0,4
11304,0,1,1,2,4,3,15,1,2,1,72,57,300000.0,2,0,2,3.0,12
11306,0,1,0,2,15,12,11,7,2,1,102,41,50000.0,0,6,5,10.0,12
11307,0,1,0,4,6,5,11,5,2,1,122,96,700000.0,1,1,3,5.0,12
11308,0,1,2,1,6,2,11,6,2,1,59,41,63000.0,1,0,3,6.0,10
11309,0,1,2,2,12,9,11,2,1,3,41,33,1500000.0,0,6,5,9.0,4
11311,0,1,0,1,10,7,15,5,2,1,81,64,9000000.0,2,1,3,7.0,4
11313,0,1,2,6,15,12,11,3,2,1,146,131,96000.0,0,6,5,12.0,12
11316,0,2,2,1,7,7,17,1,2,1,59,41,90000.0,2,0,2,7.0,4
11318,0,1,0,1,12,7,15,2,1,3,8,7,170000.0,1,0,3,7.0,10
11322,0,1,2,1,8,6,11,8,2,1,136,106,250000.0,0,6,5,7.0,1
11324,0,2,2,2,22,19,11,5,2,1,70,53,50000000.0,2,1,0,19.0,12
11325,0,1,0,1,18,15,11,4,2,1,55,41,55000.0,2,0,4,15.0,4
11326,0,1,2,2,6,4,11,1,2,1,154,41,40000.0,0,6,5,4.0,12
11330,2,1,0,1,6,5,4,0,1,3,175,44,55000.0,2,1,3,6.0,0
11331,0,0,0,1,10,3,1,1,2,0,136,41,48000.0,2,0,4,4.0,4
11332,0,1,1,5,18,10,13,5,1,3,79,41,32000.0,0,6,5,10.0,7
11333,0,1,0,2,9,2,15,3,1,3,45,35,540000.0,0,6,5,3.0,4
11339,0,1,1,1,13,10,11,2,1,3,76,41,120000.0,0,6,5,10.0,4
11340,0,1,0,1,7,4,13,3,1,3,59,41,65000.0,0,6,5,4.0,7
11341,0,4,0,6,30,35,15,0,2,1,8,7,220000.0,2,4,4,32.0,12
11345,0,2,2,1,26,19,15,7,1,3,58,45,132000.0,1,0,0,19.0,4
11348,0,1,0,1,22,13,15,6,1,3,115,41,165000.0,1,0,4,13.0,12
11351,0,1,1,0,11,10,12,0,1,3,34,28,450000.0,2,1,3,10.0,4
11352,0,1,2,6,20,15,2,3,0,1,59,41,180000.0,1,1,2,16.0,4
11354,0,1,3,1,5,2,33,5,1,3,114,97,200000.0,1,3,4,1.0,4
11355,0,1,0,1,8,5,15,5,2,1,61,41,17500.0,0,6,5,5.0,4
11356,0,0,0,1,9,3,11,0,1,3,72,57,1900000.0,1,0,0,3.0,1
11359,0,2,0,5,27,24,12,7,2,1,59,41,72000.0,0,6,5,24.0,9
11361,0,1,0,2,10,4,27,3,1,3,160,26,81000.0,0,6,5,4.0,12
11365,0,1,0,4,7,2,14,2,1,3,154,41,24000.0,2,0,2,2.0,4
11367,0,3,0,1,26,23,11,3,2,1,55,41,110000.0,0,6,5,23.0,2
11380,0,2,0,1,17,13,15,6,1,3,177,131,150000.0,0,6,5,13.0,12
11381,0,1,2,1,7,5,17,5,2,1,72,57,1080000.0,1,4,4,5.0,4
11383,2,4,1,1,34,32,19,2,2,1,79,41,40000.0,0,6,5,33.0,7
11384,0,1,0,2,3,2,4,5,0,1,162,127,1210000.0,2,4,3,2.0,4
11386,0,0,0,5,0,0,15,4,1,3,82,63,4800.0,2,4,2,5.0,12
11389,0,1,0,2,6,3,17,9,1,3,112,83,3600000.0,0,6,5,3.0,12
11392,0,1,0,6,12,10,15,0,2,0,159,112,624000.0,2,0,2,10.0,1
11394,0,3,0,2,30,25,4,4,0,1,16,41,50000.0,2,0,4,25.0,4
11397,0,1,2,2,15,10,16,5,2,1,170,131,75000.0,2,0,2,10.0,12
11398,0,1,0,2,9,4,13,8,1,3,159,112,462000.0,1,3,3,4.0,7
11400,2,2,0,2,22,14,30,2,1,3,72,57,7500000.0,0,6,5,14.0,1
11405,0,0,0,6,8,1,11,0,1,3,78,55,350000.0,1,0,3,1.0,0
11406,0,1,2,6,6,7,14,1,0,1,170,131,48000.0,2,0,4,7.0,4
11407,0,1,1,1,8,7,21,1,2,1,124,102,3600000.0,2,0,4,7.0,4
11410,0,3,0,1,42,32,30,4,0,1,96,41,300000.0,1,0,0,36.0,4
11411,0,0,0,1,7,2,15,5,0,1,115,41,50000.0,2,0,4,3.0,7
11419,0,1,0,2,7,7,19,7,1,3,177,131,210000.0,2,0,2,7.0,4
11421,0,2,1,1,26,13,22,4,0,1,77,44,37000.0,0,6,5,23.0,8
11423,0,0,2,1,4,3,15,4,1,3,50,38,200000.0,2,0,2,4.0,0
11424,0,4,0,2,46,36,7,6,1,3,8,7,250000.0,2,3,3,35.0,1
11425,0,1,0,1,7,4,15,2,1,3,72,57,1900000.0,0,6,5,4.0,5
11426,0,2,0,1,30,28,21,2,0,1,177,131,450000.0,2,0,0,25.0,4
11427,2,3,1,2,30,25,26,5,0,1,61,41,60000.0,0,6,5,28.0,4
11430,0,0,0,5,6,0,15,5,1,3,9,41,50000.0,0,6,5,1.0,4
11431,0,1,0,1,6,4,15,5,2,1,74,59,14500000.0,2,2,3,4.0,4
11437,0,1,0,1,2,2,15,1,0,1,124,102,100000.0,2,4,4,2.0,4
11440,0,1,0,2,15,6,4,0,1,3,115,41,60000.0,0,6,5,6.0,4
11441,0,1,0,2,7,2,11,2,1,3,122,96,666000.0,1,0,4,2.0,12
11445,0,1,2,1,11,5,4,5,1,3,170,125,720000.0,1,0,4,11.0,4
11450,0,1,2,5,15,9,15,5,1,3,59,41,70000.0,1,3,3,15.0,12
11454,0,1,2,1,9,6,15,3,2,1,55,41,76500.0,0,6,5,6.0,4
11456,0,1,2,1,23,10,15,5,2,1,81,64,9000000.0,2,0,3,10.0,7
11460,0,2,0,5,20,7,15,3,2,1,175,44,62500.0,2,0,2,24.0,1
11464,0,1,0,1,9,8,11,0,2,1,136,106,180000.0,0,6,5,8.0,4
11469,0,1,2,2,6,6,15,4,0,1,9,41,80000.0,2,0,2,6.0,4
11477,2,1,0,1,7,4,24,7,2,2,72,57,350000.0,2,0,4,4.0,5
11480,0,2,0,6,20,10,15,4,0,1,55,41,50000.0,0,6,5,10.0,4
11484,0,1,2,1,7,6,15,0,2,1,38,131,130000.0,0,6,5,7.0,9
11496,0,1,2,5,20,5,15,4,2,1,70,53,15000000.0,2,0,3,5.0,9
11498,0,2,0,2,16,11,21,3,0,1,61,41,88000.0,2,0,2,14.0,4
11502,0,2,2,6,28,22,15,0,1,3,55,41,65000.0,0,6,5,20.0,4
11503,0,1,1,2,9,1,15,1,0,1,56,41,37000.0,0,6,5,3.0,12
11509,2,1,0,4,13,5,28,5,1,3,122,96,900000.0,1,0,3,5.0,12
11510,0,1,0,1,12,9,16,5,1,3,55,41,100000.0,0,6,5,9.0,12
11512,0,1,2,1,5,3,3,3,2,2,175,44,40000.0,2,0,4,3.0,12
11514,0,1,2,6,12,10,15,4,0,1,152,141,96000.0,2,0,4,12.0,4
11517,0,1,1,1,9,7,15,3,2,1,174,0,384000.0,1,4,4,8.0,12
11519,0,1,0,2,4,1,14,4,1,3,110,79,72000.0,2,0,4,1.0,0
11523,0,1,0,1,18,8,11,3,2,1,175,44,183000.0,2,4,2,8.0,1
11526,0,1,1,1,6,1,12,3,1,3,45,35,36000.0,0,6,5,1.0,12
11532,0,1,2,2,6,4,1,4,0,0,173,131,36000.0,2,1,4,6.0,4
11536,0,1,0,1,7,6,11,5,2,1,95,41,72000.0,1,2,2,7.0,4
11537,0,1,0,2,20,7,11,2,2,1,76,41,150000.0,0,6,5,7.0,4
11539,0,0,2,1,4,1,17,3,1,3,170,125,390000.0,1,0,3,1.0,4
11549,0,2,0,1,20,20,15,9,0,0,164,120,1000000.0,0,6,5,20.0,12
11554,0,1,2,2,10,6,12,3,1,3,173,131,55000.0,0,6,5,6.0,12
11562,0,1,0,1,13,10,12,0,1,3,130,101,1950000.0,1,1,2,10.0,1
11564,0,1,1,1,15,8,11,5,0,1,115,41,78000.0,0,6,5,8.0,9
11566,0,2,2,2,26,22,15,4,0,1,55,41,60000.0,0,6,5,22.0,4
11569,0,1,0,1,6,3,15,4,2,1,116,98,100000.0,2,1,2,3.0,9
11570,0,2,1,2,16,13,15,7,0,1,160,26,110000.0,2,0,4,20.0,7
11581,0,2,1,6,19,19,15,3,1,3,160,26,124000.0,0,6,5,19.0,4
11588,0,1,2,1,15,12,19,3,0,1,170,131,70000.0,2,1,3,10.0,4
11590,0,1,2,6,16,12,11,3,2,1,89,41,48000.0,0,6,5,12.0,4
11592,0,1,1,1,12,8,15,5,2,1,9,41,45000.0,0,6,5,8.0,4
11600,0,1,0,5,10,4,21,5,0,1,78,55,450000.0,0,6,5,4.0,9
11602,0,0,1,1,4,1,11,7,1,3,72,57,2300000.0,1,1,4,1.0,4
11603,0,2,2,4,27,15,12,0,1,3,56,41,57000.0,0,6,5,15.0,12
11605,0,1,1,1,8,5,11,1,2,1,122,96,660000.0,0,6,5,5.0,4
11606,0,1,0,6,10,6,15,0,2,1,25,13,95000.0,2,4,1,6.0,4
11612,0,1,1,1,1,1,15,1,2,1,72,57,600000.0,1,4,4,1.0,4
11614,0,1,1,6,4,2,15,5,1,3,52,41,30000.0,1,4,3,2.0,4
11615,0,1,2,6,9,7,14,5,1,3,61,41,21000.0,0,6,5,7.0,1
11621,0,1,0,2,7,7,30,5,0,1,50,131,45000.0,1,3,2,10.0,5
11623,0,1,2,2,10,7,11,0,1,3,170,125,55000.0,1,0,2,10.0,4
11626,0,1,1,1,14,10,15,5,0,1,21,10,30000.0,0,6,5,15.0,4
11627,0,2,0,6,20,15,15,5,2,1,173,129,3885000.0,1,1,4,15.0,4
11632,0,1,2,1,11,7,14,6,0,1,177,131,287000.0,2,0,2,12.0,4
11634,0,2,2,1,22,18,15,4,0,1,155,131,180000.0,2,4,2,18.0,12
11636,0,1,0,1,12,4,13,0,1,3,115,41,50000.0,0,6,5,5.0,2
11640,0,1,0,6,7,5,15,3,2,1,95,41,5500.0,1,0,2,5.0,4
11647,0,1,0,0,17,14,15,4,0,1,25,13,132000.0,0,6,5,14.0,4
11648,0,1,0,1,10,5,7,1,1,3,159,112,552000.0,2,0,3,6.0,7
11650,0,2,0,2,21,18,24,7,1,3,55,41,8000.0,2,4,0,18.0,0
11651,0,1,2,1,6,5,15,4,2,1,173,131,84000.0,2,0,3,5.0,4
11652,0,1,0,1,9,4,15,2,1,3,135,80,669500.0,0,6,5,4.0,9
11653,0,1,0,2,8,4,11,1,2,1,61,41,25000.0,2,1,2,4.0,4
11654,0,1,0,2,11,7,15,7,1,3,61,41,50000.0,2,0,4,7.0,12
11655,0,1,2,6,10,8,15,1,2,1,25,13,125000.0,1,1,2,8.0,9
11659,0,1,2,1,16,12,15,4,2,0,170,131,110000.0,0,6,5,12.0,4
11662,0,1,2,1,6,2,10,7,2,2,170,125,360.0,0,6,5,2.0,1
11664,0,0,0,1,7,3,15,0,1,3,72,57,700000.0,1,1,3,3.0,4
11665,0,1,0,2,4,1,15,1,2,1,95,41,33600.0,2,4,2,2.0,4
11667,0,4,0,2,41,28,12,3,1,3,160,41,120000.0,0,6,5,28.0,7
11668,0,1,0,1,8,6,15,0,2,1,72,57,3000000.0,2,0,4,6.0,4
11669,0,3,0,2,39,25,12,5,2,2,55,41,100000.0,0,6,5,25.0,4
11673,0,2,0,1,23,19,11,5,1,3,174,0,445000.0,2,0,4,19.0,1
11677,0,1,2,1,9,7,17,3,1,3,25,13,88000.0,2,0,2,7.0,12
11684,0,2,0,1,21,12,17,2,2,0,72,57,2000000.0,1,0,2,12.0,4
11687,0,2,2,1,19,16,11,5,1,3,136,131,80000.0,2,2,3,17.0,12
11689,0,2,2,6,27,25,15,0,2,1,89,41,100000.0,0,6,5,27.0,4
11693,0,1,1,5,8,5,12,3,2,1,59,41,52000.0,0,6,5,8.0,4
11694,0,1,0,1,14,9,15,0,2,1,170,125,527000.0,0,6,5,9.0,4
11706,0,3,1,4,7,7,12,0,1,3,72,57,2000000.0,0,6,5,7.0,4
11707,0,1,0,1,6,3,17,5,2,1,78,55,320400.0,1,0,4,4.0,7
11708,0,2,2,2,19,19,11,5,2,0,136,41,60000.0,0,6,5,19.0,4
11714,0,1,0,2,4,3,15,1,0,1,78,55,310000.0,2,0,4,4.0,9
11716,0,2,1,6,15,13,15,1,0,1,78,55,456000.0,2,4,4,15.0,4
11721,0,1,0,1,15,10,21,0,1,3,59,41,140000.0,1,1,2,10.0,1
11723,0,2,0,1,27,23,15,3,0,1,160,26,110000.0,0,6,5,23.0,1
11727,0,1,0,2,7,0,14,5,2,1,122,96,670000.0,2,4,0,1.0,4
11728,0,1,1,2,16,12,15,0,1,3,175,44,79000.0,1,3,4,12.0,4
11733,0,1,1,1,15,7,15,5,0,1,78,55,500000.0,1,0,4,7.0,2
11744,0,1,1,1,5,4,15,5,2,1,124,102,3000000.0,2,0,4,4.0,1
11747,0,1,0,1,9,4,15,3,1,3,13,12,1270000.0,2,0,4,4.0,4
11749,0,1,0,6,15,12,15,0,1,3,136,41,49500.0,0,6,5,12.0,4
11751,2,2,0,2,21,13,13,7,2,1,61,41,60000.0,1,0,3,14.0,12
11752,0,1,2,0,12,8,11,3,2,0,59,41,80000.0,2,4,4,9.0,12
11753,0,0,1,1,4,2,11,4,2,1,112,83,4800000.0,1,4,2,3.0,1
11754,0,2,0,6,15,10,13,1,2,1,55,41,32500.0,1,1,3,10.0,4
11757,0,2,2,2,17,14,21,1,0,1,56,41,80000.0,2,0,3,17.0,9
11758,0,1,0,1,7,4,15,1,2,2,59,41,60000.0,2,0,4,4.0,12
11761,0,2,2,2,22,15,11,2,1,3,173,129,1876800.0,2,0,3,15.0,4
11762,0,2,2,2,14,10,4,4,0,1,131,103,420000.0,2,0,3,13.0,2
11763,0,1,0,6,8,6,12,5,1,3,25,13,6500.0,1,4,4,6.0,12
11765,0,3,1,4,30,25,15,3,2,1,61,41,50000.0,1,0,2,29.0,12
11768,0,1,1,1,10,2,13,0,1,3,170,125,384000.0,2,0,2,2.0,4
11769,0,0,0,1,8,2,15,2,2,1,150,41,28000.0,0,6,5,2.0,7
11771,0,2,0,1,22,20,14,0,0,1,89,41,100000.0,0,6,5,20.0,4
11773,0,1,0,1,5,3,12,2,1,3,8,7,150000.0,0,6,5,3.0,1
11774,0,2,0,2,20,14,17,1,0,1,9,41,73526.0,0,6,5,14.0,0
11778,0,0,2,1,11,2,17,1,1,3,15,22,51731.0,0,6,5,3.0,4
11779,0,2,2,5,25,16,30,4,0,1,136,41,120000.0,1,0,2,16.0,1
11780,0,1,0,2,10,5,4,2,1,3,56,41,42000.0,2,0,2,5.0,12
11782,0,1,0,2,17,12,11,2,1,3,52,41,56000.0,2,1,2,12.0,4
11783,0,1,0,1,9,7,11,3,1,3,79,41,60000.0,0,6,5,7.0,10
11785,0,3,2,6,25,22,13,5,0,1,79,41,51000.0,1,0,3,22.0,12
11786,0,3,0,1,19,16,11,5,1,3,152,141,1000000.0,2,0,3,15.0,4
11788,0,3,2,1,31,21,24,7,0,2,177,131,145000.0,0,6,5,30.0,9
11793,0,1,0,1,10,2,15,5,1,3,136,106,103000.0,1,0,4,2.0,4
11795,0,1,2,2,12,4,11,3,1,3,72,57,276000.0,1,5,0,12.0,4
11798,0,0,2,1,8,2,15,4,2,1,137,108,50000.0,0,6,5,2.0,10
11802,0,0,1,1,4,1,15,5,1,3,123,99,12000.0,2,4,4,2.0,4
11803,0,1,0,1,18,8,17,2,1,3,8,7,155000.0,0,6,5,8.0,0
11807,0,1,0,1,15,15,15,4,2,1,41,33,1400000.0,1,1,2,15.0,12
11809,0,2,0,1,17,17,15,6,2,1,159,112,540000.0,0,6,5,20.0,7
11812,0,2,1,2,20,11,15,3,1,3,79,41,36000.0,2,0,4,11.0,4
11816,0,1,1,1,8,4,15,3,1,3,136,106,22800.0,2,0,0,4.0,4
11819,0,2,0,2,15,10,15,0,1,3,74,59,900000000.0,1,3,3,12.0,1
11823,0,2,2,2,25,15,19,7,1,3,25,41,90000.0,1,1,2,16.0,1
11827,2,1,2,4,10,5,0,2,2,1,70,44,40000.0,0,6,5,11.0,3
11829,0,1,0,4,15,5,11,3,1,3,79,41,44000.0,2,0,4,5.0,4
11835,0,2,2,2,13,10,10,0,2,1,131,103,300000.0,2,0,4,12.0,12
11837,0,1,2,1,14,12,21,3,0,0,136,131,125200.0,1,4,2,12.0,6
11838,0,3,2,2,18,15,11,5,2,0,25,13,120000.0,1,0,4,15.0,4
11839,0,1,2,2,7,3,11,7,1,3,131,103,330000.0,0,6,5,5.0,4
11841,0,1,0,2,9,6,15,5,0,1,131,103,300000.0,1,3,0,6.0,1
11844,0,1,2,2,11,11,14,5,2,1,173,129,2000000.0,1,0,4,11.0,3
11850,0,2,0,6,4,2,15,6,2,1,25,13,3000.0,1,6,5,3.0,12
11851,0,2,0,2,14,11,13,3,2,1,160,26,114000.0,0,6,5,11.0,7
11852,0,1,1,1,9,5,15,5,2,1,13,12,480000.0,2,4,4,5.0,4
11854,0,1,2,2,15,10,14,5,0,1,72,57,50000.0,2,4,4,10.0,4
11855,0,2,1,6,20,11,21,5,0,1,59,41,95000.0,2,0,2,11.0,4
11857,0,3,0,2,34,30,27,2,2,1,177,131,240000.0,0,6,5,30.0,2
11858,0,1,1,2,7,2,27,3,2,1,175,44,70000.0,2,0,2,3.0,12
11861,0,2,0,1,10,7,15,5,2,1,78,55,432000.0,1,3,4,7.0,2
11864,0,1,0,6,13,8,11,0,2,2,25,13,100000.0,0,6,5,8.0,1
11865,0,1,1,2,22,9,12,4,2,1,38,41,35000.0,0,6,5,9.0,7
11866,0,1,2,6,7,4,15,1,2,1,170,41,56760.0,2,4,2,4.0,4
11876,0,2,2,6,18,13,15,0,1,3,55,41,65000.0,1,1,0,15.0,4
11877,0,3,0,4,26,24,19,3,2,1,175,44,90000.0,1,0,2,24.0,4
11878,0,1,0,2,9,5,11,3,2,0,52,41,60000.0,0,6,5,5.0,4
11880,2,1,2,2,5,3,7,4,0,1,170,125,180000.0,1,4,2,4.0,4
11882,0,1,0,1,10,3,15,5,1,3,160,26,90000.0,0,6,5,3.0,2
11883,0,1,2,6,7,3,15,4,2,1,59,41,50000.0,2,0,3,3.0,2
11888,0,3,1,1,7,7,30,9,0,1,84,65,300000.0,1,0,2,25.0,1
11890,0,2,0,1,18,20,17,0,1,3,170,125,1200000.0,1,0,2,22.0,12
11891,0,3,2,2,4,2,15,1,1,3,175,44,41350.0,2,0,3,26.0,12
11892,0,1,2,6,10,7,15,5,2,1,59,41,60000.0,0,6,5,10.0,1
11895,0,2,0,1,25,13,15,5,0,1,160,26,86000.0,0,6,5,13.0,4
11905,0,1,2,1,14,10,14,5,0,1,136,106,410000.0,1,1,2,10.0,4
11906,0,1,1,1,13,3,11,3,2,1,122,96,684000.0,1,0,4,3.0,4
11908,0,1,2,1,9,7,11,0,1,3,136,106,240000.0,2,4,4,7.0,4
11912,0,2,0,5,26,18,15,4,0,1,78,55,504000.0,2,0,4,17.0,4
11913,0,0,0,2,4,2,11,7,1,3,175,44,31000.0,1,0,4,2.0,12
11916,0,0,2,1,5,3,11,8,1,3,137,108,1440000.0,0,6,5,3.0,1
11917,0,0,1,2,10,2,22,0,1,3,122,96,570000.0,2,0,3,2.0,4
11919,0,2,0,2,20,11,14,3,2,1,55,41,70000.0,1,1,2,11.0,4
11921,0,2,2,1,28,24,26,3,2,1,8,7,240000.0,0,6,5,24.0,8
11922,0,0,1,1,4,1,16,4,2,1,124,102,360000.0,1,0,2,4.0,4
11923,0,1,2,6,10,10,14,3,2,1,136,106,163200.0,1,4,2,10.0,1
11924,0,2,0,1,16,11,12,0,2,1,78,55,720000.0,0,6,5,11.0,4
11925,0,1,0,2,11,8,15,3,1,3,136,41,80000.0,1,2,4,8.0,12
11926,0,3,0,1,34,30,11,2,1,3,78,55,600000.0,2,4,1,30.0,9
11927,0,1,0,2,14,3,7,0,0,1,136,106,273000.0,0,6,5,3.0,4
11930,0,1,2,2,17,4,17,4,0,1,79,41,40000.0,1,0,2,5.0,4
11932,0,0,2,1,8,4,11,2,0,1,72,57,2500000.0,0,6,5,3.0,4
11935,0,1,0,1,18,10,15,3,2,0,95,41,120000.0,1,0,4,10.0,1
11937,0,1,0,1,13,4,11,5,2,1,115,41,50000.0,0,6,5,4.0,4
11941,0,2,2,6,33,22,7,0,2,1,25,13,170000.0,2,4,2,22.0,4
11944,0,3,0,2,38,25,14,5,2,1,61,41,36400.0,1,3,3,25.0,4
11945,0,1,2,2,16,12,14,3,0,1,73,131,60000.0,2,4,4,12.0,4
11946,0,2,2,1,13,9,11,1,2,1,170,131,60000.0,2,0,2,12.0,7
11954,0,1,0,1,9,6,11,0,1,3,55,41,55000.0,0,6,5,6.0,12
11957,0,0,2,2,9,1,15,4,2,0,154,41,30000.0,0,6,5,1.0,4
11960,0,2,0,2,20,10,11,7,2,0,59,41,57000.0,2,0,1,10.0,12
11961,0,1,2,6,10,9,15,1,0,1,25,131,155000.0,2,4,4,9.0,4
11970,0,0,2,1,6,5,20,3,1,3,175,44,50000.0,0,6,5,5.0,4
11972,0,3,1,2,30,25,3,5,0,1,173,129,700000.0,2,0,4,35.0,12
11978,0,1,2,1,11,7,14,5,2,1,130,101,130000.0,1,0,4,7.0,1
11979,0,2,0,1,20,15,11,5,0,1,55,41,78000.0,0,6,5,15.0,4
11983,0,1,0,2,13,7,14,8,1,3,25,13,38600.0,1,0,4,7.0,4
11984,0,1,0,1,10,8,15,3,1,3,78,55,396000.0,1,4,4,8.0,1
11986,0,2,2,1,9,7,15,5,2,1,136,41,70000.0,0,6,5,9.0,9
11992,0,1,2,2,14,8,16,4,2,0,56,41,55000.0,2,0,3,8.0,12
12002,2,3,1,2,38,25,30,5,0,1,115,41,100000.0,2,0,3,25.0,7
12006,0,1,2,2,15,11,11,1,0,1,173,131,42600.0,0,6,5,11.0,4
12007,0,2,0,6,20,15,11,5,0,1,116,98,122400.0,2,4,3,20.0,10
12008,0,1,0,2,11,6,11,0,1,3,79,41,42400.0,2,0,4,6.0,4
12012,0,2,0,6,25,18,11,0,1,3,174,0,526000.0,2,4,2,17.0,4
12014,0,2,1,1,20,14,15,0,1,3,79,41,58000.0,0,6,5,14.0,2
12018,0,1,1,2,10,0,13,1,1,3,61,41,15000.0,0,6,5,0.0,12
12020,0,1,1,6,14,5,15,1,2,1,55,41,35000.0,0,6,5,5.0,1
12021,0,1,2,2,13,7,15,3,2,1,89,41,52000.0,0,6,5,10.0,4
12023,0,0,0,1,6,2,9,5,0,1,72,57,2100000.0,0,6,5,1.0,1
12024,0,1,2,1,10,4,15,6,1,3,61,41,90000.0,2,1,2,4.0,9
12025,0,1,2,2,10,5,9,3,2,1,154,131,72000.0,1,0,0,6.0,4
12036,0,0,2,0,6,4,15,4,1,3,170,125,10000.0,2,4,1,1.0,12
12039,0,1,2,1,7,7,14,6,2,1,136,106,446000.0,2,0,4,7.0,10
12040,0,1,2,6,7,4,17,6,1,3,173,129,85000.0,2,2,2,4.0,2
12041,2,1,0,2,7,2,0,1,2,1,61,41,26000.0,1,0,2,2.0,4
12045,0,2,0,1,25,23,26,3,0,1,16,41,200000.0,1,1,2,25.0,12
12046,0,2,0,1,30,18,15,2,1,3,116,98,210000.0,1,0,2,18.0,4
12048,0,1,2,2,17,10,1,5,0,1,152,41,100000.0,0,6,5,10.0,4
12049,0,3,2,1,35,27,9,3,2,1,175,44,125000.0,2,4,2,26.0,1
12051,0,4,0,2,45,34,13,3,1,3,59,41,72000.0,0,6,5,34.0,4
12053,0,3,0,6,36,27,15,3,1,3,159,112,996000.0,0,6,5,27.0,9
12058,0,1,1,2,5,4,17,0,2,1,124,102,1200000.0,2,0,4,5.0,12
12062,0,2,1,2,15,15,25,5,2,1,72,57,3000000.0,0,6,5,15.0,4
12063,0,1,0,2,17,7,13,6,1,3,72,57,4500000.0,1,0,2,7.0,4
12064,2,1,2,1,3,3,25,3,0,1,137,108,3600000.0,2,2,3,4.0,3
12065,0,1,1,2,15,6,11,5,2,1,56,41,40000.0,0,6,5,6.0,4
12071,0,1,0,1,20,7,15,5,2,1,115,41,45000.0,0,6,5,9.0,4
12072,0,2,2,2,5,3,14,5,2,1,170,125,240000.0,2,0,4,3.0,4
12074,0,3,0,1,30,20,12,0,1,3,148,113,86000.0,0,6,5,20.0,4
12075,0,3,0,2,40,20,12,0,2,1,79,41,65000.0,0,6,5,20.0,12
12082,0,1,2,1,10,10,15,4,2,1,173,129,182400.0,0,6,5,10.0,4
12083,0,1,0,2,7,0,31,5,2,1,59,41,50000.0,1,2,3,2.0,3
12088,0,0,2,6,6,3,14,2,1,3,72,57,1400000.0,0,6,5,4.0,4
12095,0,1,0,1,7,6,11,5,2,1,170,125,500000.0,1,0,2,6.0,9
12097,0,1,2,6,23,10,11,0,1,3,7,3,3450000.0,2,0,3,10.0,4
12098,0,0,2,1,6,2,11,0,1,3,175,44,50000.0,1,1,2,2.0,1
12101,0,1,0,1,10,9,17,3,1,3,173,131,54000.0,1,4,4,9.0,2
12102,2,1,0,2,9,5,4,4,0,1,170,125,378000.0,2,0,2,5.0,2
12103,0,1,0,4,13,9,4,3,2,1,59,41,70000.0,1,0,2,9.0,2
12104,0,1,2,1,6,5,14,3,2,1,73,54,401400000.0,1,1,2,5.0,2
12107,0,0,1,1,5,2,15,2,1,3,53,40,150000.0,1,2,2,2.0,1
12110,2,2,0,2,25,16,26,5,1,3,136,41,52000.0,1,0,3,25.0,4
12112,0,1,0,6,6,5,14,1,2,1,175,44,30000.0,1,1,2,5.0,7
12113,0,1,1,6,14,9,15,1,0,1,159,112,696000.0,1,0,3,9.0,4
12114,0,1,0,1,19,12,15,5,0,1,116,98,155000.0,0,6,5,12.0,4
12116,0,2,0,7,7,5,15,6,2,1,59,41,55125.0,1,4,2,19.0,5
12119,0,0,0,1,5,1,15,4,2,1,9,41,25200.0,2,0,3,2.0,2
12123,0,1,0,2,10,6,15,4,0,1,170,125,426000.0,2,0,3,5.0,2
12126,0,0,2,1,10,2,15,2,1,3,170,131,51000.0,2,4,1,3.0,10
12128,0,2,2,1,20,11,11,2,1,3,59,41,100000.0,1,3,0,11.0,4
12129,0,2,0,4,25,15,12,7,2,1,160,26,132000.0,1,0,3,15.0,3
12136,0,1,0,2,10,6,11,5,2,1,74,59,350000000.0,1,4,1,6.0,0
12141,0,1,0,2,6,4,0,7,2,1,56,41,40000.0,2,0,3,6.0,9
12144,0,1,1,4,12,9,27,6,2,1,175,44,81000.0,1,0,2,13.0,9
12145,0,2,1,1,25,18,15,5,2,1,115,41,50000.0,1,4,2,25.0,4
12146,0,1,0,0,16,14,11,3,2,1,115,41,90000.0,2,4,2,14.0,12
12147,0,1,2,2,13,9,11,5,1,3,95,41,92000.0,0,6,5,9.0,12
12149,0,2,1,2,23,8,6,5,0,1,79,41,28158.0,0,6,5,8.0,4
12150,0,2,0,4,7,5,4,0,1,3,55,41,70000.0,1,0,3,10.0,12
